date,state,fips,cases,daily_cases,deaths,daily_deaths,total_vaccinations,total_distributed,daily_distributed,total_people_vaccinated,daily_people_vaccinated,total_people_fully_vaccinated,daily_people_fully_vaccinated,daily_vaccinations,mobility_composite
4/28/2020,Alabama,1,6750,211,242,14,,,,,,,,,-23.87190244
4/27/2020,Alabama,1,6539,118,228,9,,,,,,,,,-24.9846569
4/26/2020,Alabama,1,6421,208,219,6,,,,,,,,,-26.0693636
4/25/2020,Alabama,1,6213,187,213,4,,,,,,,,,-27.11142366
4/24/2020,Alabama,1,6026,194,209,12,,,,,,,,,-28.10125115
4/23/2020,Alabama,1,5832,222,197,-4,,,,,,,,,-29.03372038
4/22/2020,Alabama,1,5610,283,201,15,,,,,,,,,-29.90837562
4/21/2020,Alabama,1,5327,249,186,22,,,,,,,,,-30.72972799
4/20/2020,Alabama,1,5078,175,164,4,,,,,,,,,-31.50514586
4/19/2020,Alabama,1,4903,180,160,13,,,,,,,,,-32.24210803
4/18/2020,Alabama,1,4723,151,147,-4,,,,,,,,,-32.94661016
4/17/2020,Alabama,1,4572,168,151,14,,,,,,,,,-33.62319671
4/16/2020,Alabama,1,4404,163,137,14,,,,,,,,,-34.27299732
4/15/2020,Alabama,1,4241,288,123,9,,,,,,,,,-34.89294895
4/14/2020,Alabama,1,3953,148,114,10,,,,,,,,,-35.47547437
4/13/2020,Alabama,1,3805,222,104,11,,,,,,,,,-36.00867619
4/12/2020,Alabama,1,3583,321,93,0,,,,,,,,,-36.47793613
4/11/2020,Alabama,1,3262,254,93,13,,,,,,,,,-36.86864763
4/10/2020,Alabama,1,3008,170,80,2,,,,,,,,,-37.16917094
4/9/2020,Alabama,1,2838,340,78,11,,,,,,,,,-37.37110086
4/8/2020,Alabama,1,2498,301,67,3,,,,,,,,,-37.46961281
4/7/2020,Alabama,1,2197,192,64,11,,,,,,,,,-37.46328059
4/6/2020,Alabama,1,2005,165,53,8,,,,,,,,,-37.35349432
4/5/2020,Alabama,1,1840,208,45,1,,,,,,,,,-37.14404415
4/4/2020,Alabama,1,1632,97,44,6,,,,,,,,,-36.8406254
4/3/2020,Alabama,1,1535,265,38,6,,,,,,,,,-36.45016464
4/2/2020,Alabama,1,1270,162,32,4,,,,,,,,,-35.97886966
4/1/2020,Alabama,1,1108,109,28,14,,,,,,,,,-35.43053488
3/31/2020,Alabama,1,999,52,14,3,,,,,,,,,-34.8051554
3/30/2020,Alabama,1,947,117,11,6,,,,,,,,,-34.09794312
3/29/2020,Alabama,1,830,110,5,1,,,,,,,,,-33.29965662
3/28/2020,Alabama,1,720,81,4,0,,,,,,,,,-32.39707881
3/27/2020,Alabama,1,639,101,4,1,,,,,,,,,-31.37349902
3/26/2020,Alabama,1,538,152,3,2,,,,,,,,,-30.20897324
3/25/2020,Alabama,1,386,144,1,1,,,,,,,,,-28.88166435
3/24/2020,Alabama,1,242,46,0,0,,,,,,,,,-27.37001292
3/23/2020,Alabama,1,196,39,0,0,,,,,,,,,-25.65580904
3/22/2020,Alabama,1,157,26,0,0,,,,,,,,,-23.72838449
3/21/2020,Alabama,1,131,25,0,0,,,,,,,,,-21.58887614
3/20/2020,Alabama,1,106,28,0,0,,,,,,,,,-19.25323524
3/19/2020,Alabama,1,78,27,0,0,,,,,,,,,-16.7534974
3/18/2020,Alabama,1,51,12,0,0,,,,,,,,,-14.13830151
3/17/2020,Alabama,1,39,10,0,0,,,,,,,,,-11.47070017
3/16/2020,Alabama,1,29,6,0,0,,,,,,,,,-8.823752508
3/15/2020,Alabama,1,23,11,0,0,,,,,,,,,-6.274393234
3/14/2020,Alabama,1,12,6,0,0,,,,,,,,,-3.896065538
3/13/2020,Alabama,1,6,6,0,0,,,,,,,,,-1.751964904
3/13/2021,Alaska,2,59796,0,292,0,324271,472395,2070,197436,3485,126647,2477,"5,092",
3/12/2021,Alaska,2,59796,107,292,1,318526,470325,7450,193951,3239,124170,1973,"5,294",
3/11/2021,Alaska,2,59689,238,291,0,313365,462875,17750,190712,2431,122197,3124,"5,211",
3/10/2021,Alaska,2,59451,152,291,0,307769,445125,14440,188281,3375,119073,1728,"4,917",
3/9/2021,Alaska,2,59299,89,291,0,302687,430685,3970,184906,2676,117345,1710,"4,678",
3/8/2021,Alaska,2,59210,340,291,-1,298144,426715,0,182230,1667,115635,1843,"4,248",
3/7/2021,Alaska,2,58870,0,292,0,295046,426715,0,180563,2698,113792,3714,"4,329",
3/6/2021,Alaska,2,58870,0,292,0,288625,426715,5340,177865,3657,110078,3481,"4,155",
3/5/2021,Alaska,2,58870,148,292,1,281467,421375,12250,174208,2158,106597,2404,"3,876",
3/4/2021,Alaska,2,58722,148,291,0,276891,409125,9900,172050,1807,104193,1721,"3,905",
3/3/2021,Alaska,2,58574,191,291,1,273350,399225,26500,170243,1928,102472,1472,"4,243",
3/2/2021,Alaska,2,58383,154,290,1,269941,372725,30190,168315,556,101000,976,"4,288",
3/1/2021,Alaska,2,58229,383,289,10,268406,342535,0,167759,1327,100024,2332,"4,304",
2/28/2021,Alaska,2,57846,0,279,0,264741,342535,0,166432,2989,97692,2207,"4,229",
2/27/2021,Alaska,2,57846,0,279,0,259538,342535,10120,163443,2110,95485,3078,"4,591",
2/26/2021,Alaska,2,57846,111,279,0,254334,332415,13150,161333,2773,92407,1991,"5,444",
2/25/2021,Alaska,2,57735,185,279,0,249559,319265,3500,158560,2533,90416,3355,"7,201",
2/24/2021,Alaska,2,57550,179,279,0,243650,315765,10890,156027,1635,87061,2077,"7,148",
2/23/2021,Alaska,2,57371,55,279,0,239927,304875,4940,154392,1043,84984,599,"6,988",
2/22/2021,Alaska,2,57316,337,279,1,238279,299935,0,153349,1000,84385,2113,"7,266",
2/21/2021,Alaska,2,56979,0,278,0,235141,299935,0,152349,4050,82272,3649,"7,330",
2/20/2021,Alaska,2,56979,0,278,0,227403,299935,0,148299,4412,78623,6731,"7,466",
2/19/2021,Alaska,2,56979,211,278,1,216223,299935,28385,143887,10396,71892,6647,"6,970",
2/18/2021,Alaska,2,56768,209,277,0,199151,271550,0,133491,2740,65245,2771,"5,268",
2/17/2021,Alaska,2,56559,55,277,1,193617,271550,0,130751,1093,62474,1510,"5,337",
2/16/2021,Alaska,2,56504,496,276,5,191008,271550,0,129658,1639,60964,1924,"5,448",
2/15/2021,Alaska,2,56008,0,271,0,187420,271550,0,128020,1639,59041,1924,"5,212",
2/14/2021,Alaska,2,56008,0,271,0,183831,271550,0,126381,3918,57117,4737,"5,393",
2/13/2021,Alaska,2,56008,0,271,0,175138,271550,200,122463,4274,52380,3411,"5,142",
2/12/2021,Alaska,2,56008,158,271,2,167436,271350,1100,118189,2188,48969,2963,"4,776",
2/11/2021,Alaska,2,55850,149,269,0,162273,270250,9950,116001,3553,46006,2454,"4,620",
2/10/2021,Alaska,2,55701,201,269,0,156255,260300,3400,112448,1512,43552,1854,"4,356",
2/9/2021,Alaska,2,55500,126,269,0,152874,256900,8400,110936,1046,41698,886,"4,204",
2/8/2021,Alaska,2,55374,494,269,0,150934,248500,0,109890,3579,40812,1271,"4,131",
2/7/2021,Alaska,2,54880,0,269,0,146082,248500,0,106311,3148,39541,3768,"3,785",
2/6/2021,Alaska,2,54880,0,269,0,139147,248500,2800,103163,1938,35773,3180,"3,411",
2/5/2021,Alaska,2,54880,249,269,0,134002,245700,5375,101225,1629,32593,2421,"3,372",
2/4/2021,Alaska,2,54631,184,269,0,129936,240325,10350,99596,1520,30172,2644,"3,440",
2/3/2021,Alaska,2,54447,224,269,0,125765,229975,33000,98076,1000,27528,1321,"3,453",
2/2/2021,Alaska,2,54223,132,269,16,123443,196975,3825,97076,680,26207,740,"3,613",
2/1/2021,Alaska,2,54091,106,253,0,122020,193150,0,96396,1507,25467,922,"3,570",
1/31/2021,Alaska,2,53985,134,253,0,119590,193150,0,94889,3095,24545,1225,"3,619",
1/30/2021,Alaska,2,53851,146,253,0,115268,193150,800,91794,3140,23320,1727,"3,846",
1/29/2021,Alaska,2,53705,181,253,0,110396,192350,14275,88654,2982,21593,1548,"4,186",
1/28/2021,Alaska,2,53524,202,253,1,105858,178075,7500,85672,2309,20045,1948,"4,850",
1/27/2021,Alaska,2,53322,179,252,1,101597,170575,7650,83363,2163,18097,1282,"4,758",
1/26/2021,Alaska,2,53143,82,251,1,98149,162925,7225,81200,974,16815,142,"4,545",
1/25/2021,Alaska,2,53061,79,250,0,97031,155700,0,80226,2301,16673,472,"5,003",
1/24/2021,Alaska,2,52982,162,250,0,94257,155700,0,77925,4911,16201,995,"5,225",
1/23/2021,Alaska,2,52820,248,250,5,88344,155700,200,73014,5752,15206,1488,"4,997",
1/22/2021,Alaska,2,52572,290,245,0,81096,155500,1175,67262,7813,13718,1366,"4,580",
1/21/2021,Alaska,2,52282,201,245,1,71907,154325,3975,59449,2538,12352,1069,"4,187",
1/20/2021,Alaska,2,52081,167,244,23,68293,150350,-100,56911,1477,11283,481,"4,230",
1/19/2021,Alaska,2,51914,129,221,1,66331,150450,0,55434,3972,10802,349,"4,356",
1/18/2021,Alaska,2,51785,155,220,0,"62,151",150450,0,51462,3989,10453,667,"4,362",
1/17/2021,Alaska,2,51630,283,220,0,"57,789",150450,0,47474,5733,9786,905,"4,369",
1/16/2021,Alaska,2,51347,184,220,0,"53,420",150450,0,41740,2194,8881,-525,"4,381",
1/15/2021,Alaska,2,51163,302,220,1,49039,150450,0,39546,4038,9406,1620,"4,400",
1/14/2021,Alaska,2,50861,335,219,2,42596,150450,975,35508,10967,7786,1620,"3,379",
1/13/2021,Alaska,2,50526,283,217,1,38680,149475,7875,24541,2055,6166,766,"2,842",
1/12/2021,Alaska,2,50243,132,216,1,35838,141600,12562,22486,1734,5400,595,"3,413",
1/11/2021,Alaska,2,50111,176,215,0,32890,129038,11420,20752,1576,4805,541,"3,413",
1/10/2021,Alaska,2,49935,254,215,0,30210,117618,10382,19176,1433,4263,491,"3,413",
1/9/2021,Alaska,2,49681,315,215,1,27774,107236,9438,17743,1303,3772,456,"3,413",
1/8/2021,Alaska,2,49366,405,214,0,25559,97798,8580,16440,1184,3316,455,"3,413",
1/7/2021,Alaska,2,48961,325,214,3,23546,89218,7800,15256,1077,2862,461,"3,413",
1/6/2021,Alaska,2,48636,334,211,2,21716,81418,7091,14179,979,2401,448,"3,413",
1/5/2021,Alaska,2,48302,192,209,0,20052,74327,6447,13200,890,1952,421,"3,413",
1/4/2021,Alaska,2,48110,264,209,2,18539,67880,5861,12310,809,1531,478,"3,413",
1/3/2021,Alaska,2,47846,297,207,0,17164,62019,5328,11501,735,1053,409,"3,413",
1/2/2021,Alaska,2,47549,809,207,9,15914,56691,53278,10766,7353,644,335,"3,413",
1/1/2021,Alaska,2,46740,0,198,0,3413,3413,3413,3413,3413,309,309,"3,413",
12/31/2020,Alaska,2,46740,499,198,3,,,,,,,,,
12/30/2020,Alaska,2,46241,385,195,2,,,,,,,,,
12/29/2020,Alaska,2,45856,182,193,1,,,,,,,,,
12/28/2020,Alaska,2,45674,127,192,0,,,,,,,,,
12/27/2020,Alaska,2,45547,300,192,0,,,,,,,,,
12/26/2020,Alaska,2,45247,371,192,1,,,,,,,,,
12/25/2020,Alaska,2,44876,0,191,0,,,,,,,,,
12/24/2020,Alaska,2,44876,274,191,2,,,,,,,,,
12/23/2020,Alaska,2,44602,361,189,3,,,,,,,,,
12/22/2020,Alaska,2,44241,440,186,10,,,,,,,,,
12/21/2020,Alaska,2,43801,152,176,0,,,,,,,,,
12/20/2020,Alaska,2,43649,181,176,-1,,,,,,,,,
12/19/2020,Alaska,2,43468,336,177,1,,,,,,,,,
12/18/2020,Alaska,2,43132,493,176,0,,,,,,,,,
12/17/2020,Alaska,2,42639,383,176,2,,,,,,,,,
12/16/2020,Alaska,2,42256,611,174,2,,,,,,,,,
12/15/2020,Alaska,2,41645,282,172,3,,,,,,,,,
12/14/2020,Alaska,2,41363,429,169,0,,,,,,,,,
12/13/2020,Alaska,2,40934,641,169,0,,,,,,,,,
12/12/2020,Alaska,2,40293,520,169,18,,,,,,,,,
12/11/2020,Alaska,2,39773,627,151,3,,,,,,,,,
12/10/2020,Alaska,2,39146,636,148,5,,,,,,,,,
12/9/2020,Alaska,2,38510,587,143,4,,,,,,,,,
12/8/2020,Alaska,2,37923,573,139,0,,,,,,,,,
12/7/2020,Alaska,2,37350,503,139,3,,,,,,,,,
12/6/2020,Alaska,2,36847,764,136,0,,,,,,,,,
12/5/2020,Alaska,2,36083,945,136,1,,,,,,,,,
12/4/2020,Alaska,2,35138,761,135,11,,,,,,,,,
12/3/2020,Alaska,2,34377,763,124,8,,,,,,,,,
12/2/2020,Alaska,2,33614,703,116,0,,,,,,,,,
12/1/2020,Alaska,2,32911,504,116,1,,,,,,,,,
11/30/2020,Alaska,2,32407,511,115,0,,,,,,,,,
11/29/2020,Alaska,2,31896,617,115,0,,,,,,,,,
11/28/2020,Alaska,2,31279,667,115,2,,,,,,,,,
11/27/2020,Alaska,2,30612,672,113,0,,,,,,,,,
11/26/2020,Alaska,2,29940,554,113,3,,,,,,,,,
11/25/2020,Alaska,2,29386,678,110,0,,,,,,,,,
11/24/2020,Alaska,2,28708,580,110,13,,,,,,,,,
11/23/2020,Alaska,2,28128,499,97,0,,,,,,,,,
11/22/2020,Alaska,2,27629,550,97,2,,,,,,,,,
11/21/2020,Alaska,2,27079,676,95,0,,,,,,,,,
11/20/2020,Alaska,2,26403,457,95,0,,,,,,,,,
11/19/2020,Alaska,2,25946,492,95,1,,,,,,,,,
11/18/2020,Alaska,2,25454,545,94,0,,,,,,,,,
11/17/2020,Alaska,2,24909,641,94,2,,,,,,,,,
11/16/2020,Alaska,2,24268,580,92,0,,,,,,,,,
11/15/2020,Alaska,2,23688,659,92,0,,,,,,,,,
11/14/2020,Alaska,2,23029,747,92,1,,,,,,,,,
11/13/2020,Alaska,2,22282,593,91,1,,,,,,,,,
11/12/2020,Alaska,2,21689,478,90,0,,,,,,,,,
11/11/2020,Alaska,2,21211,496,90,3,,,,,,,,,
11/10/2020,Alaska,2,20715,530,87,8,,,,,,,,,
11/9/2020,Alaska,2,20185,473,79,0,,,,,,,,,
11/8/2020,Alaska,2,19712,518,79,0,,,,,,,,,
11/7/2020,Alaska,2,19194,605,79,0,,,,,,,,,
11/6/2020,Alaska,2,18589,525,79,0,,,,,,,,,
11/5/2020,Alaska,2,18064,314,79,0,,,,,,,,,
11/4/2020,Alaska,2,17750,411,79,0,,,,,,,,,
11/3/2020,Alaska,2,17339,391,79,0,,,,,,,,,
11/2/2020,Alaska,2,16948,351,79,1,,,,,,,,,
11/1/2020,Alaska,2,16597,350,78,1,,,,,,,,,
10/31/2020,Alaska,2,16247,444,77,1,,,,,,,,,
10/30/2020,Alaska,2,15803,386,76,4,,,,,,,,,
10/29/2020,Alaska,2,15417,364,72,5,,,,,,,,,
10/28/2020,Alaska,2,15053,354,67,1,,,,,,,,,
10/27/2020,Alaska,2,14699,383,66,2,,,,,,,,,
10/26/2020,Alaska,2,14316,348,64,0,,,,,,,,,
10/25/2020,Alaska,2,13968,529,64,0,,,,,,,,,
10/24/2020,Alaska,2,13439,372,64,0,,,,,,,,,
10/23/2020,Alaska,2,13067,277,64,0,,,,,,,,,
10/22/2020,Alaska,2,12790,231,64,0,,,,,,,,,
10/21/2020,Alaska,2,12559,210,64,1,,,,,,,,,
10/20/2020,Alaska,2,12349,211,63,0,,,,,,,,,
10/19/2020,Alaska,2,12138,204,63,0,,,,,,,,,-15.290354
10/18/2020,Alaska,2,11934,224,63,0,,,,,,,,,-15.40742279
10/17/2020,Alaska,2,11710,214,63,1,,,,,,,,,-15.55390799
10/16/2020,Alaska,2,11496,228,62,1,,,,,,,,,-15.71262493
10/15/2020,Alaska,2,11268,165,61,1,,,,,,,,,-15.85944407
10/14/2020,Alaska,2,11103,143,60,4,,,,,,,,,-15.96954154
10/13/2020,Alaska,2,10960,155,56,0,,,,,,,,,-16.0203997
10/12/2020,Alaska,2,10805,197,56,0,,,,,,,,,-15.99043735
10/11/2020,Alaska,2,10608,258,56,0,,,,,,,,,-15.86060491
10/10/2020,Alaska,2,10350,251,56,0,,,,,,,,,-15.61451777
10/9/2020,Alaska,2,10099,180,56,0,,,,,,,,,-15.23279743
10/8/2020,Alaska,2,9919,135,56,1,,,,,,,,,-14.69574356
10/7/2020,Alaska,2,9784,128,55,1,,,,,,,,,-13.99764436
10/6/2020,Alaska,2,9656,145,54,0,,,,,,,,,-13.15748635
10/5/2020,Alaska,2,9511,211,54,0,,,,,,,,,-12.21884193
10/4/2020,Alaska,2,9300,189,54,0,,,,,,,,,-11.24069237
10/3/2020,Alaska,2,9111,147,54,1,,,,,,,,,-10.2854589
10/2/2020,Alaska,2,8964,126,53,0,,,,,,,,,-9.40750776
10/1/2020,Alaska,2,8838,131,53,1,,,,,,,,,-8.649207381
9/30/2020,Alaska,2,8707,105,52,0,,,,,,,,,-8.046330062
9/29/2020,Alaska,2,8602,125,52,0,,,,,,,,,-7.626500499
9/28/2020,Alaska,2,8477,118,52,0,,,,,,,,,-7.404506312
9/27/2020,Alaska,2,8359,115,52,4,,,,,,,,,-7.378012937
9/26/2020,Alaska,2,8244,111,48,0,,,,,,,,,-7.524146659
9/25/2020,Alaska,2,8133,118,48,5,,,,,,,,,-7.796782257
9/24/2020,Alaska,2,8015,140,43,1,,,,,,,,,-8.135124239
9/23/2020,Alaska,2,7875,54,42,0,,,,,,,,,-8.482062219
9/22/2020,Alaska,2,7821,46,42,0,,,,,,,,,-8.793949938
9/21/2020,Alaska,2,7775,71,42,0,,,,,,,,,-9.042696744
9/20/2020,Alaska,2,7704,91,42,0,,,,,,,,,-9.215559067
9/19/2020,Alaska,2,7613,85,42,0,,,,,,,,,-9.307705189
9/18/2020,Alaska,2,7528,115,42,1,,,,,,,,,-9.312783017
9/17/2020,Alaska,2,7413,105,41,0,,,,,,,,,-9.225762215
9/16/2020,Alaska,2,7308,52,41,0,,,,,,,,,-9.056569855
9/15/2020,Alaska,2,7256,43,41,0,,,,,,,,,-8.834845451
9/14/2020,Alaska,2,7213,77,41,0,,,,,,,,,-8.602204533
9/13/2020,Alaska,2,7136,62,41,0,,,,,,,,,-8.400146948
9/12/2020,Alaska,2,7074,106,41,1,,,,,,,,,-8.254956303
9/11/2020,Alaska,2,6968,108,40,1,,,,,,,,,-8.16205318
9/10/2020,Alaska,2,6860,125,39,0,,,,,,,,,-8.089855189
9/9/2020,Alaska,2,6735,65,39,0,,,,,,,,,-8.000123111
9/8/2020,Alaska,2,6670,33,39,0,,,,,,,,,-7.865470269
9/7/2020,Alaska,2,6637,34,39,0,,,,,,,,,-7.677241425
9/6/2020,Alaska,2,6603,89,39,0,,,,,,,,,-7.446020314
9/5/2020,Alaska,2,6514,98,39,2,,,,,,,,,-7.199028323
9/4/2020,Alaska,2,6416,129,37,0,,,,,,,,,-6.975763911
9/3/2020,Alaska,2,6287,106,37,1,,,,,,,,,-6.821114328
9/2/2020,Alaska,2,6181,72,36,0,,,,,,,,,-6.774618623
9/1/2020,Alaska,2,6109,34,36,2,,,,,,,,,-6.858539704
8/31/2020,Alaska,2,6075,39,34,0,,,,,,,,,-7.075576997
8/30/2020,Alaska,2,6036,51,34,0,,,,,,,,,-7.412916417
8/29/2020,Alaska,2,5985,111,34,0,,,,,,,,,-7.846874374
8/28/2020,Alaska,2,5874,122,34,0,,,,,,,,,-8.347798736
8/27/2020,Alaska,2,5752,81,34,0,,,,,,,,,-8.885199888
8/26/2020,Alaska,2,5671,50,34,1,,,,,,,,,-9.433130187
8/25/2020,Alaska,2,5621,-5,33,3,,,,,,,,,-9.972312478
8/24/2020,Alaska,2,5626,70,30,0,,,,,,,,,-10.48950909
8/23/2020,Alaska,2,5556,64,30,1,,,,,,,,,-10.9731356
8/22/2020,Alaska,2,5492,91,29,1,,,,,,,,,-11.40886149
8/21/2020,Alaska,2,5401,71,28,1,,,,,,,,,-11.77897811
8/20/2020,Alaska,2,5330,85,27,0,,,,,,,,,-12.06619882
8/19/2020,Alaska,2,5245,70,27,0,,,,,,,,,-12.26026901
8/18/2020,Alaska,2,5175,67,27,1,,,,,,,,,-12.36491015
8/17/2020,Alaska,2,5108,50,26,0,,,,,,,,,-12.4008783
8/16/2020,Alaska,2,5058,106,26,0,,,,,,,,,-12.4044847
8/15/2020,Alaska,2,4952,85,26,1,,,,,,,,,-12.41740284
8/14/2020,Alaska,2,4867,119,25,0,,,,,,,,,-12.4644541
8/13/2020,Alaska,2,4748,95,25,0,,,,,,,,,-12.55031262
8/12/2020,Alaska,2,4653,66,25,1,,,,,,,,,-12.66994404
8/11/2020,Alaska,2,4587,50,24,0,,,,,,,,,-12.81396653
8/10/2020,Alaska,2,4537,66,24,0,,,,,,,,,-12.97057079
8/9/2020,Alaska,2,4471,100,24,0,,,,,,,,,-13.12997806
8/8/2020,Alaska,2,4371,85,24,1,,,,,,,,,-13.2811495
8/7/2020,Alaska,2,4286,65,23,0,,,,,,,,,-13.40394755
8/6/2020,Alaska,2,4221,40,23,0,,,,,,,,,-13.47093586
8/5/2020,Alaska,2,4181,58,23,0,,,,,,,,,-13.45865378
8/4/2020,Alaska,2,4123,61,23,0,,,,,,,,,-13.35497061
8/3/2020,Alaska,2,4062,80,23,1,,,,,,,,,-13.16207794
8/2/2020,Alaska,2,3982,157,22,0,,,,,,,,,-12.89744376
8/1/2020,Alaska,2,3825,150,22,1,,,,,,,,,-12.58820064
7/31/2020,Alaska,2,3675,118,21,0,,,,,,,,,-12.26060713
7/30/2020,Alaska,2,3557,117,21,1,,,,,,,,,-11.94169643
7/29/2020,Alaska,2,3440,92,20,0,,,,,,,,,-11.66460472
7/28/2020,Alaska,2,3348,144,20,1,,,,,,,,,-11.46416765
7/27/2020,Alaska,2,3204,104,19,1,,,,,,,,,-11.36796235
7/26/2020,Alaska,2,3100,234,18,0,,,,,,,,,-11.39033393
7/25/2020,Alaska,2,2866,120,18,1,,,,,,,,,-11.52657865
7/24/2020,Alaska,2,2746,64,17,0,,,,,,,,,-11.748251
7/23/2020,Alaska,2,2682,65,17,0,,,,,,,,,-12.01193462
7/22/2020,Alaska,2,2617,94,17,1,,,,,,,,,-12.27322427
7/21/2020,Alaska,2,2523,111,16,0,,,,,,,,,-12.49123238
7/20/2020,Alaska,2,2412,137,16,0,,,,,,,,,-12.63236823
7/19/2020,Alaska,2,2275,118,16,0,,,,,,,,,-12.67523736
7/18/2020,Alaska,2,2157,74,16,1,,,,,,,,,-12.61189619
7/17/2020,Alaska,2,2083,49,15,0,,,,,,,,,-12.44325292
7/16/2020,Alaska,2,2034,76,15,0,,,,,,,,,-12.17993543
7/15/2020,Alaska,2,1958,61,15,0,,,,,,,,,-11.84824572
7/14/2020,Alaska,2,1897,54,15,0,,,,,,,,,-11.48790445
7/13/2020,Alaska,2,1843,71,15,0,,,,,,,,,-11.14228295
7/12/2020,Alaska,2,1772,116,15,0,,,,,,,,,-10.84470242
7/11/2020,Alaska,2,1656,77,15,0,,,,,,,,,-10.60561248
7/10/2020,Alaska,2,1579,58,15,0,,,,,,,,,-10.4094016
7/9/2020,Alaska,2,1521,49,15,0,,,,,,,,,-10.2265574
7/8/2020,Alaska,2,1472,49,15,0,,,,,,,,,-10.03028774
7/7/2020,Alaska,2,1423,22,15,1,,,,,,,,,-9.806129015
7/6/2020,Alaska,2,1401,30,14,0,,,,,,,,,-9.554196111
7/5/2020,Alaska,2,1371,32,14,0,,,,,,,,,-9.287567242
7/4/2020,Alaska,2,1339,55,14,1,,,,,,,,,-9.028976083
7/3/2020,Alaska,2,1284,60,13,1,,,,,,,,,-8.805696295
7/2/2020,Alaska,2,1224,50,12,0,,,,,,,,,-8.656483547
7/1/2020,Alaska,2,1174,42,12,0,,,,,,,,,-8.623772529
6/30/2020,Alaska,2,1132,47,12,0,,,,,,,,,-8.731262925
6/29/2020,Alaska,2,1085,25,12,0,,,,,,,,,-8.974303766
6/28/2020,Alaska,2,1060,33,12,0,,,,,,,,,-9.325021552
6/27/2020,Alaska,2,1027,26,12,0,,,,,,,,,-9.742160634
6/26/2020,Alaska,2,1001,30,12,2,,,,,,,,,-10.17573884
6/25/2020,Alaska,2,971,45,10,0,,,,,,,,,-10.57592367
6/24/2020,Alaska,2,926,21,10,0,,,,,,,,,-10.90708893
6/23/2020,Alaska,2,905,36,10,0,,,,,,,,,-11.15042554
6/22/2020,Alaska,2,869,10,10,0,,,,,,,,,-11.30112459
6/21/2020,Alaska,2,859,14,10,0,,,,,,,,,-11.36504247
6/20/2020,Alaska,2,845,24,10,0,,,,,,,,,-11.35182177
6/19/2020,Alaska,2,821,26,10,0,,,,,,,,,-11.26765472
6/18/2020,Alaska,2,795,19,10,0,,,,,,,,,-11.11968033
6/17/2020,Alaska,2,776,25,10,0,,,,,,,,,-10.9259477
6/16/2020,Alaska,2,751,13,10,0,,,,,,,,,-10.71499843
6/15/2020,Alaska,2,738,4,10,0,,,,,,,,,-10.52098915
6/14/2020,Alaska,2,734,12,10,0,,,,,,,,,-10.37995376
6/13/2020,Alaska,2,722,34,10,0,,,,,,,,,-10.32232387
6/12/2020,Alaska,2,688,22,10,1,,,,,,,,,-10.36108597
6/11/2020,Alaska,2,666,24,9,0,,,,,,,,,-10.49237803
6/10/2020,Alaska,2,642,22,9,0,,,,,,,,,-10.7101043
6/9/2020,Alaska,2,620,13,9,1,,,,,,,,,-11.01260404
6/8/2020,Alaska,2,607,19,8,0,,,,,,,,,-11.40312574
6/7/2020,Alaska,2,588,9,8,0,,,,,,,,,-11.88973299
6/6/2020,Alaska,2,579,14,8,0,,,,,,,,,-12.47871119
6/5/2020,Alaska,2,565,23,8,0,,,,,,,,,-13.16288814
6/4/2020,Alaska,2,542,26,8,0,,,,,,,,,-13.92257037
6/3/2020,Alaska,2,516,19,8,0,,,,,,,,,-14.73297885
6/2/2020,Alaska,2,497,21,8,0,,,,,,,,,-15.56675233
6/1/2020,Alaska,2,476,7,8,0,,,,,,,,,-16.39654803
5/31/2020,Alaska,2,469,28,8,0,,,,,,,,,-17.20111615
5/30/2020,Alaska,2,441,5,8,0,,,,,,,,,-17.96355676
5/29/2020,Alaska,2,436,6,8,0,,,,,,,,,-18.66554143
5/28/2020,Alaska,2,430,13,8,0,,,,,,,,,-19.28484524
5/27/2020,Alaska,2,417,1,8,0,,,,,,,,,-19.79732062
5/26/2020,Alaska,2,416,4,8,0,,,,,,,,,-20.18539324
5/25/2020,Alaska,2,412,3,8,0,,,,,,,,,-20.44751862
5/24/2020,Alaska,2,409,0,8,0,,,,,,,,,-20.60590908
5/23/2020,Alaska,2,409,5,8,0,,,,,,,,,-20.70909163
5/22/2020,Alaska,2,404,2,8,0,,,,,,,,,-20.81715008
5/21/2020,Alaska,2,402,0,8,0,,,,,,,,,-20.99201356
5/20/2020,Alaska,2,402,3,8,0,,,,,,,,,-21.29397978
5/19/2020,Alaska,2,399,0,8,0,,,,,,,,,-21.77403993
5/18/2020,Alaska,2,399,3,8,0,,,,,,,,,-22.46317954
5/17/2020,Alaska,2,396,4,8,0,,,,,,,,,-23.36560076
5/16/2020,Alaska,2,392,4,8,0,,,,,,,,,-24.45718245
5/15/2020,Alaska,2,388,1,8,0,,,,,,,,,-25.68858374
5/14/2020,Alaska,2,387,4,8,0,,,,,,,,,-26.99487867
5/13/2020,Alaska,2,383,0,8,0,,,,,,,,,-28.30664997
5/12/2020,Alaska,2,383,3,8,0,,,,,,,,,-29.55828539
5/11/2020,Alaska,2,380,2,8,0,,,,,,,,,-30.69311868
5/10/2020,Alaska,2,378,1,8,0,,,,,,,,,-31.6685322
5/9/2020,Alaska,2,377,1,8,0,,,,,,,,,-32.45907096
5/8/2020,Alaska,2,376,3,8,0,,,,,,,,,-33.05628692
